x	y
25.875876	-5723.967985
25.925926	-4791.897136
25.975976	-6596.493242
26.026026	-6273.046001
26.076076	-5542.106618
26.126126	-5452.292344
26.176176	-4957.706210
26.226226	-6579.857242
26.276276	-5949.922603
26.326326	-6229.034747
26.376376	-6216.536734
26.426426	-6339.600315
26.476476	-7696.859189
26.526527	-5461.451956
26.576577	-7927.566123
26.626627	-7840.429365
26.676677	-5407.821308
26.726727	-5784.517471
26.776777	-7038.659170
26.826827	-8390.163668
26.876877	-4869.989737
26.926927	-7814.952315
26.976977	-9223.241332
27.027027	-7264.634321
27.077077	-5708.304714
27.127127	-6523.157821
27.177177	-6860.625370
27.227227	-8054.977709
27.277277	-7123.452687
27.327327	-7718.470208
27.377377	-8968.427451
27.427427	-6877.672155
27.477477	-7608.391244
27.527528	-8571.386846
27.577578	-9049.312813
27.627628	-7804.346889
27.677678	-7909.778723
27.727728	-8096.610602
27.777778	-8916.231570
27.827828	-8481.006362
27.877878	-6683.885418
27.927928	-9062.854424
27.977978	-7238.302072
28.028028	-9841.565099
28.078078	-10187.013921
28.128128	-8719.265005
28.178178	-8780.427868
28.228228	-7607.683327
28.278278	-7506.049809
28.328328	-6463.240792
28.378378	-8786.753201
28.428428	-9223.489014
28.478478	-9479.179749
28.528529	-9621.757061
28.578579	-8799.077926
28.628629	-8706.054472
28.678679	-8445.505940
28.728729	-9668.040523
28.778779	-7485.497997
28.828829	-10902.497769
28.878879	-8348.089406
28.928929	-9784.844054
28.978979	-10365.425086
29.029029	-7969.047039
29.079079	-10030.589899
29.129129	-10141.741275
29.179179	-10194.795558
29.229229	-9587.549882
29.279279	-7236.492516
29.329329	-9242.489071
29.379379	-9303.561108
29.429429	-10372.184434
29.479479	-9376.808650
29.529530	-10841.110680
29.579580	-10113.510963
29.629630	-11687.828280
29.679680	-9686.534941
29.729730	-10623.326964
29.779780	-11833.387462
29.829830	-10221.654104
29.879880	-11167.304995
29.929930	-11551.162466
29.979980	-10508.980563
30.030030	-9175.576835
30.080080	-11586.132419
30.130130	-10824.787918
30.180180	-8468.956468
30.230230	-9654.098979
30.280280	-11813.375141
30.330330	-11531.571703
30.380380	-9809.212222
30.430430	-8970.825280
30.480480	-12515.365831
30.530531	-11345.689987
30.580581	-9957.534797
30.630631	-12097.563589
30.680681	-12859.137547
30.730731	-10984.288957
30.780781	-10913.259556
30.830831	-10380.937577
30.880881	-10573.346728
30.930931	-13340.643811
30.980981	-11112.242762
31.031031	-12440.653625
31.081081	-12101.567422
31.131131	-11733.211997
31.181181	-11931.779895
31.231231	-10098.734647
31.281281	-12155.122347
31.331331	-11565.352835
31.381381	-12623.037742
31.431431	-11333.024603
31.481481	-12291.632347
31.531532	-12406.738052
31.581582	-11325.554955
31.631632	-8156.587019
31.681682	-12003.924380
31.731732	-12906.959515
31.781782	-13074.995181
31.831832	-13169.089945
31.881882	-11624.643334
31.931932	-13600.654281
31.981982	-12408.458340
32.032032	-13169.400357
32.082082	-13406.143683
32.132132	-12537.025646
32.182182	-13392.572953
32.232232	-13229.205767
32.282282	-13466.720149
32.332332	-14011.333209
32.382382	-11845.363601
32.432432	-13390.767001
32.482482	-13468.594632
32.532533	-11767.574672
32.582583	-13430.604904
32.632633	-11285.368321
32.682683	-14772.583636
32.732733	-12990.320130
32.782783	-13102.279068
32.832833	-14499.679493
32.882883	-13095.030707
32.932933	-14151.053059
32.982983	-12613.753925
33.033033	-14630.627608
33.083083	-13132.349291
33.133133	-13977.474514
33.183183	-13987.725153
33.233233	-15582.126602
33.283283	-13857.273769
33.333333	-14305.711795
33.383383	-15644.948506
33.433433	-12325.399701
33.483483	-16648.571771
33.533534	-14741.151619
33.583584	-14194.072459
33.633634	-13600.279986
33.683684	-15463.052247
33.733734	-15146.410269
33.783784	-15184.371952
33.833834	-15705.750333
33.883884	-16158.281381
33.933934	-14231.218930
33.983984	-14663.771678
34.034034	-16825.461181
34.084084	-14704.414539
34.134134	-15141.700715
34.184184	-16709.538639
34.234234	-14672.440974
34.284284	-16208.644338
34.334334	-15589.775094
34.384384	-16939.369458
34.434434	-15883.068955
34.484484	-18105.367563
34.534535	-15390.169235
34.584585	-15049.581072
34.634635	-16376.403618
34.684685	-16835.557506
34.734735	-16250.867553
34.784785	-16320.929365
34.834835	-18332.843819
34.884885	-16792.874433
34.934935	-15828.520272
34.984985	-16404.102374
35.035035	-17346.440534
35.085085	-18453.732617
35.135135	-16874.841897
35.185185	-15932.036437
35.235235	-18145.214596
35.285285	-16367.580014
35.335335	-18142.030610
35.385385	-17786.257690
35.435435	-15357.637263
35.485485	-16179.953515
35.535536	-17939.469571
35.585586	-18015.070203
35.635636	-18171.767531
35.685686	-19745.350474
35.735736	-18738.187252
35.785786	-18180.472185
35.835836	-17265.394867
35.885886	-18611.626483
35.935936	-19093.101109
35.985986	-17775.977663
36.036036	-18789.353420
36.086086	-17800.922456
36.136136	-18970.980788
36.186186	-19357.789041
36.236236	-19793.665582
36.286286	-17665.552718
36.336336	-18072.378920
36.386386	-18845.075925
36.436436	-18972.042846
36.486486	-19197.803374
36.536537	-18777.688617
36.586587	-19668.133374
36.636637	-19955.244876
36.686687	-18213.348687
36.736737	-20053.793922
36.786787	-20778.707690
36.836837	-21070.137916
36.886887	-19222.354638
36.936937	-20525.593053
36.986987	-19620.984048
37.037037	-20454.258358
37.087087	-19989.990022
37.137137	-19143.718496
37.187187	-18317.164424
37.237237	-18960.267921
37.287287	-19460.142892
37.337337	-20929.815503
37.387387	-20999.178584
37.437437	-20366.237527
37.487487	-22726.354472
37.537538	-21021.962465
37.587588	-22019.385827
37.637638	-21716.054531
37.687688	-22001.717420
37.737738	-21593.198365
37.787788	-19164.991312
37.837838	-21856.148976
37.887888	-23307.433298
37.937938	-21279.843820
37.987988	-20956.070729
38.038038	-23583.574424
38.088088	-21599.945364
38.138138	-20540.157928
38.188188	-22549.148532
38.238238	-24129.177438
38.288288	-21605.806548
38.338338	-23602.311344
38.388388	-22906.653454
38.438438	-23098.231695
38.488488	-21179.589868
38.538539	-21627.733529
38.588589	-23936.287348
38.638639	-24126.087943
38.688689	-22802.969122
38.738739	-23929.219618
38.788789	-25259.671332
38.838839	-24474.084969
38.888889	-23039.088186
38.938939	-22877.232891
38.988989	-22268.656171
39.039039	-22891.073110
39.089089	-24934.787316
39.139139	-24443.188193
39.189189	-24420.970371
39.239239	-23033.825230
39.289289	-24705.104405
39.339339	-24767.318582
39.389389	-25464.830995
39.439439	-24542.539871
39.489489	-25275.691219
39.539540	-23850.697269
39.589590	-25547.908263
39.639640	-25909.466944
39.689690	-25936.221122
39.739740	-25063.570578
39.789790	-23583.764370
39.839840	-26639.098657
39.889890	-25843.106233
39.939940	-26451.353422
39.989990	-26113.308414
40.040040	-26490.316802
40.090090	-25736.013207
40.140140	-27605.817898
40.190190	-26252.496232
40.240240	-26858.337835
40.290290	-25501.131970
40.340340	-25587.760918
40.390390	-26155.106045
40.440440	-28157.305653
40.490490	-25944.697521
40.540541	-27740.922748
40.590591	-27610.417946
40.640641	-28806.188973
40.690691	-26178.430043
40.740741	-27521.110218
40.790791	-27036.805085
40.840841	-27972.274670
40.890891	-26931.920496
40.940941	-29685.470230
40.990991	-26706.987866
41.041041	-27913.535529
41.091091	-28563.810716
41.141141	-27012.886216
41.191191	-29468.507209
41.241241	-29902.624567
41.291291	-27475.039043
41.341341	-28644.959015
41.391391	-27997.552627
41.441441	-29475.377199
41.491491	-29522.636294
41.541542	-29885.544998
41.591592	-29515.901907
41.641642	-29604.558483
41.691692	-29744.180581
41.741742	-29505.653745
41.791792	-30697.984494
41.841842	-29738.223572
41.891892	-31295.397099
41.941942	-30783.726194
41.991992	-31203.131390
42.042042	-32905.418494
42.092092	-30422.324251
42.142142	-32163.993376
42.192192	-28895.687375
42.242242	-30303.783284
42.292292	-29448.553919
42.342342	-30203.041694
42.392392	-29418.346302
42.442442	-31958.768647
42.492492	-32226.991284
42.542543	-30399.221049
42.592593	-30269.319466
42.642643	-31580.448200
42.692693	-32021.116403
42.742743	-32106.630355
42.792793	-32565.307318
42.842843	-32688.262130
42.892893	-32487.156875
42.942943	-31619.770388
42.992993	-31710.960230
43.043043	-31211.638568
43.093093	-32283.873747
43.143143	-34722.482992
43.193193	-33784.286034
43.243243	-31889.951717
43.293293	-32457.782088
43.343343	-34630.098919
43.393393	-34042.762833
43.443443	-34253.463818
43.493493	-34963.891484
43.543544	-33541.028771
43.593594	-35340.640368
43.643644	-34780.744999
43.693694	-34092.764382
43.743744	-36521.870192
43.793794	-34760.246400
43.843844	-34492.478305
43.893894	-35327.160837
43.943944	-33704.866342
43.993994	-35823.238575
44.044044	-33339.126284
44.094094	-34824.890763
44.144144	-34825.195645
44.194194	-36741.234320
44.244244	-35375.681457
44.294294	-35556.632208
44.344344	-34979.701741
44.394394	-35707.080709
44.444444	-35581.940946
44.494494	-35514.263435
44.544545	-36103.316657
44.594595	-35746.000702
44.644645	-37605.955389
44.694695	-37314.834302
44.744745	-36521.040052
44.794795	-34705.148377
44.844845	-37091.297777
44.894895	-39911.223976
44.944945	-39690.719383
44.994995	-37540.136720
45.045045	-35489.810836
45.095095	-37449.935775
45.145145	-39766.203712
45.195195	-39284.885230
45.245245	-38857.237492
45.295295	-39440.373240
45.345345	-38504.085943
45.395395	-37687.764624
45.445445	-38313.942046
45.495495	-40332.975284
45.545546	-39202.519845
45.595596	-37387.878999
45.645646	-38395.410834
45.695696	-39473.181192
45.745746	-40122.993714
45.795796	-38851.205710
45.845846	-39835.233566
45.895896	-40694.227187
45.945946	-40850.649109
45.995996	-40561.809765
46.046046	-40845.887965
46.096096	-41541.720635
46.146146	-42118.665612
46.196196	-41818.936445
46.246246	-41650.129784
46.296296	-41580.123956
46.346346	-40624.726771
46.396396	-43013.101109
46.446446	-40781.529134
46.496496	-42133.402822
46.546547	-42167.343636
46.596597	-42672.176856
46.646647	-43408.972879
46.696697	-42208.818458
46.746747	-42075.563946
46.796797	-41731.212995
46.846847	-43745.485455
46.896897	-42242.021588
46.946947	-42952.794659
46.996997	-44592.517318
47.047047	-43642.876554
47.097097	-43679.236340
47.147147	-44597.995765
47.197197	-41551.433445
47.247247	-42929.335131
47.297297	-45313.602614
47.347347	-42968.635885
47.397397	-43511.730478
47.447447	-44607.913245
47.497497	-44924.294213
47.547548	-47313.155251
47.597598	-46396.849549
47.647648	-46058.923409
47.697698	-45539.180468
47.747748	-45402.245314
47.797798	-46740.570743
47.847848	-45668.603129
47.897898	-46676.322710
47.947948	-47898.619328
47.997998	-47514.348414
48.048048	-46004.134908
48.098098	-46779.025109
48.148148	-47093.128570
48.198198	-48046.390382
48.248248	-47043.829665
48.298298	-48049.309690
48.348348	-47309.915334
48.398398	-46775.664482
48.448448	-47475.038214
48.498498	-47910.078955
48.548549	-47238.400660
48.598599	-49842.129195
48.648649	-48089.764114
48.698699	-46064.312412
48.748749	-49544.945714
48.798799	-50887.253307
48.848849	-50265.985009
48.898899	-49549.447209
48.948949	-47755.672494
48.998999	-51512.429852
49.049049	-49721.364168
49.099099	-50037.071454
49.149149	-50613.271523
49.199199	-49308.747800
49.249249	-51449.593254
49.299299	-50913.079995
49.349349	-51708.151989
49.399399	-50209.590955
49.449449	-49696.099678
49.499499	-51762.796315
49.549550	-49732.111632
49.599600	-51538.998165
49.649650	-50828.588040
49.699700	-52540.241557
49.749750	-52797.361429
49.799800	-50951.648975
49.849850	-51091.713130
49.899900	-51769.229007
49.949950	-51465.571691
50.000000	-52021.326574
